Restaurant Name,Full Address,City,Michelin Rating,Price Range Text,Cuisine Type,URL,Latitude,Longitude,Review,Award
Brigadiers,"1-5 Bloomberg Arcade, City of London, London, EC4N 8AR, GBR",London,The Plate Michelin,Special occasion,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/brigadiers,51.5126859,-0.0919562,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Brigadiers', 'description': 'The army mess clubs of India provide the theme for this large restaurant spread across several rooms on the ground floor of the Bloomberg building. The cooking has a strong live fire element, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Devonshire,"17-19  Denman Street, Soho, London, W1D 7HW, GBR",London,The Plate Michelin,A moderate spend,Traditional British,https://guide.michelin.com/en/greater-london/london/restaurant/the-devonshire,51.5106645,-0.1353791,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'The Devonshire', 'description': ""One of the hottest tickets in town, The Devonshire is a 'proper' London pub that's been restored to its former glory. On the ground floor, and spilling out onto the pavement, you find the drinkers..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Bellanger,"9 Islington Green, Islington, London, N1 2XH, GBR",London,The Plate Michelin,A moderate spend,Mediterranean Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/bellanger,51.53649,-0.1029025,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Bellanger', 'description': 'With awnings stretching over the pavement and walls festooned with classic posters, Bellanger has the feel of a Parisian grand caf?. The cooking, however, looks more broadly to the Mediterranean ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Kinkally,"43 Charlotte Street, Fitzrovia, London, W1T 1RS, GBR",London,The Plate Michelin,A moderate spend,Eastern European,https://guide.michelin.com/en/greater-london/london/restaurant/kinkally,51.5192114,-0.1356432,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Kinkally', 'description': 'Offering something original to the Charlotte Street dining scene, this trendy restaurant takes its name from the Georgian dish khinkali. These dumplings come with a ¡®handle¡¯ at the top and ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Pearly Queen,"44 Commercial Street, Spitalfields, London, E1 6LT, GBR",London,The Plate Michelin,A moderate spend,Seafood,https://guide.michelin.com/en/greater-london/london/restaurant/pearly-queen,51.5170863,-0.0731653,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'The Pearly Queen', 'description': 'There¡¯s a terrific buzz about this trendy 21st century take on an oyster bar that feels right at home in the streets of Shoreditch. Contemporary artwork ? much of it oyster-based ? lines the walls...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Noble Rot,"51 Lamb¡¯s Conduit Street, Bloomsbury, London, WC1N 3NB, GBR",London,The Plate Michelin,A moderate spend,Traditional Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/noble-rot,51.5218924,-0.1185903,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Noble Rot', 'description': ""With its dark, rough-lacquered wood and tiny candles, there is something pleasingly intimate about this wine bar and restaurant, where the walls are adorned with covers of the owners' Noble Rot ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Medlar,"438 King's Road, Chelsea, London, SW10 0LJ, GBR",London,The Plate Michelin,Special occasion,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/medlar,51.4830988,-0.1777222,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Medlar', 'description': ""After more than a decade of service, this neighbourhood spot is becoming something of a Cheslea institution. The locals keep it well-patronised and it's easy to see why, thanks to the relaxed air ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Six Portland Road,"6 Portland Road, Holland Park, London, W11 4LA, GBR",London,The Plate Michelin,Special occasion,European,https://guide.michelin.com/en/greater-london/london/restaurant/six-portland-road,51.5071537,-0.2079135,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Six Portland Road', 'description': 'Tucked away off Holland Park Avenue, this intimate neighbourhood bistro is sure to become one of your favourite haunts. The concise European menu changes according to the ingredients available and...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Akara,"Arch 208, 18 Stoney Street, Borough Market, London, SE1 9AD, GBR",London,The Plate Michelin,A moderate spend,African,https://guide.michelin.com/en/greater-london/london/restaurant/akara,51.5066914,-0.0914987,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Akara', 'description': 'The team from Akoko are behind this appealing restaurant tucked underneath the arches in Borough Yards. An akara is a black-eyed pea fritter commonly found in West African and Brazilian cuisine, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Noiz?,"39 Whitfield Street, Fitzrovia, London, W1T 2SF, GBR",London,The Plate Michelin,Special occasion,Modern French,https://guide.michelin.com/en/greater-london/london/restaurant/noize,51.5201809,-0.135102,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Noiz?', 'description': 'A delightfully relaxed French restaurant, personally run by a warm and welcoming owner. The menu features a mix of classic and more modern French food, prepared with love and care. The wine list ?...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Rambutan,"10 Stoney Street, Borough Market, London, SE1 9AD, GBR",London,The Plate Michelin,A moderate spend,Sri Lankan,https://guide.michelin.com/en/greater-london/london/restaurant/rambutan,51.5055515,-0.0914511,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Rambutan', 'description': 'When negotiating the plethora of eateries around Borough Market, be sure not to miss this popular spot offering a taste of authentic Sri Lankan cooking. The Tamil region of northern Sri Lanka is ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Darjeeling Express,"2.1-2.4 Kingly Court, Carnaby Street, Soho, London, W1B 5PW, GBR",London,The Plate Michelin,Special occasion,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/darjeeling-express-1209884,51.5131068,-0.1389917,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Darjeeling Express', 'description': 'The cooking of Kolkata and Chef-Owner Asma Khan¡¯s Mughal ancestry inform the menu at this bright and breezy restaurant on the top floor of the perennially busy Kingly Court. Asma can be found ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Parakeet,"256 Kentish Town Road, London, NW5 2AA, GBR",London,The Plate Michelin,Special occasion,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/the-parakeet,51.5497922,-0.1407069,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'The Parakeet', 'description': 'In the heart of Kentish Town sits this warm and characterful pub, with its roots in the 19th century. The large bar dominates the front area and leads into the equally appealing dining room, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Lasdun,"National Theatre, Upper Ground, Southwark, London, SE1 9PX, GBR",London,The Plate Michelin,A moderate spend,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/lasdun,51.50687,-0.11409,"{'@type': 'Review', 'datePublished': '2025-02-10T02:12', 'name': 'Lasdun', 'description': 'Inside the Brutalist blocks of the National Theatre, lies this buzzy brasserie named after the building¡¯s architect, Denys Lasdun. The sparse modern d?cor is accompanied by an abundance of exposed...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Mount St.,"First Floor, 41-43 Mount Street, Mayfair, London, W1K 2RX, GBR",London,The Plate Michelin,Special occasion,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/mount-st,51.50974,-0.15151,"{'@type': 'Review', 'datePublished': '2025-02-10T02:11', 'name': 'Mount St.', 'description': 'There¡¯s nothing anodyne about the art in this particular restaurant, which is hardly a surprise when you discover that art gallery group Hauser & Wirth are behind it. It¡¯s a striking room with a ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Elis,"Patriot Square, Bethnal Green, London, E2 9NF, GBR",London,The Plate Michelin,Special occasion,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/elis,51.5304444,-0.0553826,"{'@type': 'Review', 'datePublished': '2025-02-10T02:11', 'name': 'Elis', 'description': 'Rafael Cagali, chef-owner of Da Terra, named his second restaurant, located in the Town Hall Hotel, after Brazilian jazz singer Elis Regina. The bright and lively 12-tabled room on the first floor...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Pophams,"197 Richmond Road, London Fields, London, E8 3NJ, GBR",London,The Plate Michelin,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/pophams,51.5435327,-0.057621,"{'@type': 'Review', 'datePublished': '2025-02-10T02:11', 'name': 'Pophams', 'description': 'Pophams is an artisan bakery during the day but, on four evenings a week, it morphs into an appealingly simple Italian restaurant. Dishes are bright and carefully prepared, with the pasta dishes ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Holland,"25 Earls Court Road, Kensington, London, W8 6EB, GBR",London,The Plate Michelin,A moderate spend,Traditional British,https://guide.michelin.com/en/greater-london/london/restaurant/the-holland,51.4981864,-0.1979437,"{'@type': 'Review', 'datePublished': '2025-02-10T02:11', 'name': 'The Holland', 'description': 'It may have been renamed and rebranded, but this is still a proper neighbourhood pub, with local drinkers in with their dogs, families out for dinner and friends catching up. It¡¯s all very comfy ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Kudu Grill,"57 Nunhead Lane, Peckham, London, SE15 3TR, GBR",London,The Plate Michelin,A moderate spend,South African,https://guide.michelin.com/en/greater-london/london/restaurant/kudu-grill,51.4639002,-0.0619013,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Kudu Grill', 'description': 'The original doors of this one-time pub open up to reveal a vibrant modern restaurant that comes complete with a warm welcome and flavour-packed South African cooking. The rustic d?cor retains ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
MiMi Mei Fair,"55 Curzon Street, Mayfair, London, W1J 8PG, GBR",London,The Plate Michelin,Spare no expense,Chinese,https://guide.michelin.com/en/greater-london/london/restaurant/mimi-mei-fair,51.5072842,-0.1454404,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'MiMi Mei Fair', 'description': ""An opulent Georgian Townhouse whose d?cor takes its inspiration from early 20C Chinese interiors. Sit in one of the ground floor booths or in the brighter first floor 'Parlour'. The wide-ranging ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Baring,"55 Baring Street, Islington, London, N1 3DS, GBR",London,The Plate Michelin,Special occasion,European Contemporary,https://guide.michelin.com/en/greater-london/london/restaurant/the-baring,51.5371152,-0.0885279,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'The Baring', 'description': 'It may look like just another renovated pub in a smart residential street, but the food here displays far more imagination and ability that usual gastropub fare. There are influences from across ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Noci,"4-6 Islington Green, Islington, London, N1 2XA, GBR",London,The Plate Michelin,On a budget,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/noci,51.5358489,-0.1030015,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Noci', 'description': 'Start with the delicious homemade focaccia and share some starters before ordering the USP: generous pasta dishes which invariably hit the spot, such as veal & pork Genovese ragu or brown butter ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Honey & Co,"54 Lamb's Conduit Street, Bloomsbury, London, WC1N 3LW, GBR",London,The Plate Michelin,A moderate spend,Middle Eastern,https://guide.michelin.com/en/greater-london/london/restaurant/honey-co-1202607,51.5219433,-0.1184051,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Honey & Co', 'description': 'Same concept; new, brighter, larger location: Honey & Co has been reborn and fans of the original will be delighted. Vibrant, colourful dishes offer the classic flavours and textures of Middle ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
The Twenty Two,"22 Grosvenor Square, Mayfair, London, W1K 6LF, GBR",London,The Plate Michelin,Special occasion,Mediterranean Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/the-twenty-two,51.5119524,-0.1530629,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'The Twenty Two', 'description': 'There¡¯s an appealingly secretive feel to the restaurant at this converted Edwardian house. Sitting in a prime Mayfair location, it¡¯s also home to a private members¡¯ club. The menu offers something...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Cavita,"56-60 Wigmore Street, Marylebone, London, W1U 2RZ, GBR",London,The Plate Michelin,Special occasion,Mexican,https://guide.michelin.com/en/greater-london/london/restaurant/cavita,51.5163517,-0.1493431,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Cavita', 'description': 'Head to the basement bar for a cocktail before taking a seat in this bright, friendly ground floor restaurant with a view of the chefs at work in the open kitchen. The menu brims with punchy, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Lisboeta,"30 Charlotte Street, Fitzrovia, London, W1T 2NG, GBR",London,The Plate Michelin,Special occasion,Portuguese,https://guide.michelin.com/en/greater-london/london/restaurant/lisboeta,51.518967,-0.1352423,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Lisboeta', 'description': 'This Fitzrovian funhouse is Chef Nuno Mendes¡¯ ¡®love letter¡¯ to Lisbon and he¡¯s on a mission to showcase its vibrant and varied food and wine cultures, and bring them to the attention of a wider ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Ekstedt at The Yard,"3-5 Great Scotland Yard, Whitehall, London, SW1A 2HN, GBR",London,The Plate Michelin,Spare no expense,Modern Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/ekstedt-at-the-yard,51.5062794,-0.1262861,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Ekstedt at The Yard', 'description': 'Niklas Ekstedt¡¯s first restaurant outside Sweden is this cosy, designer-rustic spot in the Great Scotland Yard Hotel. The chef has become synonymous with his wood-fired cooking techniques, so ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Wild by Tart,"3-4 Eccleston Yards, Belgravia, London, SW1W 9AZ, GBR",London,The Plate Michelin,A moderate spend,Mediterranean Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/wild-by-tart,51.4935702,-0.1484316,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Wild by Tart', 'description': 'This laid-back brasserie is located in a former power station and coal store; the lofty glass roof ensures it¡¯s light and airy, and the open kitchen gives it a real buzz. Rustic, ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Sucre,"47B Great Marlborough Street, Soho, London, W1F 7JP, GBR",London,The Plate Michelin,Special occasion,Latin American,https://guide.michelin.com/en/greater-london/london/restaurant/sucre,51.5144998,-0.138407,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Sucre', 'description': '20 years after opening in Buenos Aires, Argentinian chef-restaurateur Fernando Trocca opened this buzzy restaurant in an attractive former concert hall in London. Contemporary Latin American ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Fallow,"2 St James¡¯s Market, St James¡¯s, London, SW1Y 4RP, GBR",London,The Plate Michelin,Special occasion,Modern British,https://guide.michelin.com/en/greater-london/london/restaurant/fallow-1198621,51.5094067,-0.1328076,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Fallow', 'description': 'Thanks to a combination of interesting food and innovative use of social media, you can be sure that you¡¯ll be walking into a packed and lively restaurant here, whatever the time of day or night. ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Maru,"18 Shepherd Market, Mayfair, London, W1J 7QH, GBR",London,The Plate Michelin,Spare no expense,Japanese,https://guide.michelin.com/en/greater-london/london/restaurant/maru-1196947,51.5067,-0.14633,"{'@type': 'Review', 'datePublished': '2025-02-10T02:10', 'name': 'Maru', 'description': ""Discreetly tucked away in Shepherd Market, it's easy to miss the entrance to the earnestly run Maru. As with many a good sushi restaurant, the high quality of the produce helps provide plenty of ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}",N/A
Mambow,"78 Lower Clapton Road, Clapton, London, E5 0RN, GBR",London,Bib Gourmand,A moderate spend,Malaysian,https://guide.michelin.com/en/greater-london/london/restaurant/mambow,51.5528237,-0.0527759,"{'@type': 'Review', 'datePublished': '2025-02-10T02:37', 'name': 'Mambow', 'description': ""¡®Malaysian Heat + Juicy Wines¡¯ is the strapline of Vanessa Fernandes and Abby Lee¡¯s restaurant ? that means exhilarating dishes inspired by Abby's family recipes, alongside natural wines. Start ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Morchella,"84-86 Rosebery Avenue, Islington, London, EC1R 4QY, GBR",London,Bib Gourmand,A moderate spend,Mediterranean Cuisine,https://guide.michelin.com/en/greater-london/london/restaurant/morchella,51.5266576,-0.1085719,"{'@type': 'Review', 'datePublished': '2025-02-10T02:37', 'name': 'Morchella', 'description': 'Set in a converted former bank, Morchella sports a small but well-stocked wine bar to one side, offering largely natural and biodynamic options that the wine list describes as either ¡®Classic¡¯, ¡®...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Imad's Syrian Kitchen,"2.14-2.16 Kingly Court, Carnaby Street, Soho, London, W1B 5PW, GBR",London,Bib Gourmand,A moderate spend,Middle Eastern,https://guide.michelin.com/en/greater-london/london/restaurant/imad-s-syrian-kitchen,51.5130079,-0.1392668,"{'@type': 'Review', 'datePublished': '2025-02-10T02:36', 'name': ""Imad's Syrian Kitchen"", 'description': 'Affable Chef-Owner Imad was a restaurateur in Damascus before fleeing and settling in London, and his desire to provide and nourish is the motivating force behind his very likeable restaurant. Its...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
pahli hill,"70-81 Mortimer Street, Fitzrovia, London, W1W 7SJ, GBR",London,Bib Gourmand,A moderate spend,Indian,https://guide.michelin.com/en/greater-london/london/restaurant/pahli-hill,51.5176179,-0.1411106,"{'@type': 'Review', 'datePublished': '2025-02-10T02:35', 'name': 'pahli hill', 'description': 'This extremely colourful, comfortable restaurant in the heart of Fitzrovia is modelled on the communal living ¡®building societies¡¯ of Bombay, and comes with striking posters, a relaxed ambience ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Legare,"Cardamom Building, 31G Shad Thames, Butlers Wharf, London, SE1 2YR, GBR",London,Bib Gourmand,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/legare,51.5034424,-0.0737126,"{'@type': 'Review', 'datePublished': '2025-02-10T02:35', 'name': 'Legare', 'description': 'An unpretentious Italian restaurant in one of the converted Shad Thames warehouses; the unfussy service suits the style of the place. The seasonally influenced menu uses British produce, with the ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Donia,"2.14 Top Floor Kingly Court, Carnaby St, Soho, London, W1B 5PW, GBR",London,Bib Gourmand,A moderate spend,Filipino,https://guide.michelin.com/en/greater-london/london/restaurant/donia,51.5127563,-0.1387825,"{'@type': 'Review', 'datePublished': '2025-02-10T02:34', 'name': 'Donia', 'description': 'Occupying the site where its neighbours Imad¡¯s Syrian Kitchen and Darjeeling Express both started out, Donia is a hugely likeable Filipino restaurant that¡¯ll have you googling flights to Manila ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Mignonette,"109 Kew Road, Richmond, London, TW9 2PN, GBR",London,Bib Gourmand,A moderate spend,French,https://guide.michelin.com/en/greater-london/london/restaurant/mignonette-1216451,51.4652484,-0.299425,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Mignonette', 'description': 'How lucky are the residents of Kew? Not only do they have the world-famous gardens on their doorstep, but they¡¯re also the beneficiaries of this terrific little restaurant. Simple, homely and ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Miga,"1 Mare Street, Hackney, London, E8 4RP, GBR",London,Bib Gourmand,A moderate spend,Korean,https://guide.michelin.com/en/greater-london/london/restaurant/miga-1215552,51.5345354,-0.0576208,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Miga', 'description': 'There¡¯s always a certain joyfulness to family owned and run restaurants ? and Miga is truly a family affair, with dad running things in the open kitchen and the younger generation looking after ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
July,"10 Charlotte Street, Fitzrovia, London, W1T 2LT, GBR",London,Bib Gourmand,A moderate spend,Modern French,https://guide.michelin.com/en/greater-london/london/restaurant/july-1214780,51.5183735,-0.1344704,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'July', 'description': 'Bright, modish and hugely enjoyable, July is a spot-on bistro driven by the passion of its team. Located on Fitzrovia¡¯s ever-popular Charlotte Street, it¡¯s a lovely neighbourhood restaurant that ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Kolae,"6 Park Street, Borough Market, London, SE1 9AB, GBR",London,Bib Gourmand,A moderate spend,Thai,https://guide.michelin.com/en/greater-london/london/restaurant/kolae,51.5054308,-0.091596,"{'@type': 'Review', 'datePublished': '2025-02-10T02:31', 'name': 'Kolae', 'description': 'The cuisine of southern Thailand provides the inspiration for this bustling restaurant in the equally bustling Borough Market. It¡¯s an extremely popular place and rightly so, with attractive ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
AGORA,"4 Bedale Street, Borough Market, London, SE1 9AL, GBR",London,Bib Gourmand,A moderate spend,Greek,https://guide.michelin.com/en/greater-london/london/restaurant/agora-1214525,51.5054399,-0.0900645,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'AGORA', 'description': 'Located on the edge of Borough Market, underneath its sister restaurant OMA, is this simple yet brilliantly effective ¡®souvla bar¡¯. Skewers are at the core of the menu ? like the excellent ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Josephine Bouchon,"315 Fulham Road, Chelsea, London, SW10 9QH, GBR",London,Bib Gourmand,A moderate spend,Lyonnaise,https://guide.michelin.com/en/greater-london/london/restaurant/josephine-1212913,51.4866083,-0.1795928,"{'@type': 'Review', 'datePublished': '2025-02-10T02:30', 'name': 'Josephine Bouchon', 'description': 'Chef Claude Bosi returns to his Lyonnaise roots with this buzzy ¡®bouchon¡¯, where the tables are tightly packed and the walls are adorned with colourful posters. The menu could scarcely be more ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Berenjak,"27 Romilly Street, Soho, London, W1D 5AL, GBR",London,Bib Gourmand,A moderate spend,Persian,https://guide.michelin.com/en/greater-london/london/restaurant/berenjak,51.513031,-0.1307286,"{'@type': 'Review', 'datePublished': '2025-02-10T02:28', 'name': 'Berenjak', 'description': ""Based on the hole-in-the-wall 'kabab' houses of Tehran, this is a terrifically fun little spot in the heart of Soho. Exposed brick and painted plasterwork suit the buzzy atmosphere, with the best ..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Bancone,"39 William IV Street, Covent Garden, London, WC2N 4DD, GBR",London,Bib Gourmand,A moderate spend,Italian,https://guide.michelin.com/en/greater-london/london/restaurant/bancone,51.5095405,-0.1264864,"{'@type': 'Review', 'datePublished': '2025-02-10T02:28', 'name': 'Bancone', 'description': 'It¡¯s all about freshly made pasta and great value at this lively Covent Garden Italian. Start off with antipasti like burrata, prosciutto or grilled artichokes, before moving on to the main event;...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Kiln,"58 Brewer Street, Soho, London, W1F 9TL, GBR",London,Bib Gourmand,A moderate spend,Thai,https://guide.michelin.com/en/greater-london/london/restaurant/kiln,51.5113695,-0.1360059,"{'@type': 'Review', 'datePublished': '2025-02-10T02:25', 'name': 'Kiln', 'description': 'There¡¯s an obvious passion to the whole team at this lively little restaurant that offers fiery, authentic Thai dishes. Clay pots, woks and grills all feature on a well-priced menu that takes its ...', 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
Hoppers,"49 Frith Street, Soho, London, W1D 4SG, GBR",London,Bib Gourmand,A moderate spend,South Indian,https://guide.michelin.com/en/greater-london/london/restaurant/hoppers,51.5136166,-0.1316524,"{'@type': 'Review', 'datePublished': '2025-02-10T02:25', 'name': 'Hoppers', 'description': ""Street food inspired by Tamil Nadu and Sri Lanka features at this fun little spot from the Sethi family, who also own Trishna and Gymkhana. The 'hoppers' ? bowl-shaped pancakes made from fermented..."", 'author': {'@type': 'Person', 'name': 'Michelin Inspector'}}","{'@type': 'Award', 'awardFor': 'Bib Gourmand: good quality, good value cooking', 'awardedBy': {'@type': 'Organization', 'name': 'Michelin'}, 'dateAwarded': '2025'}"
